roundId,roundName,realInfoHasPrepared,realInfoHasStarted,realInfoHasFinished,realInfoPreparationTime,realInfoHasLasted,status,immatriculation,kmDepart,startLocation,endLocation,startTime,endTime,date,vehiculeId,driver,Date,sourceHubName,maxOrders,maxDuration,maxDistance,costPerUnitTime,weight
5fec9324bb99e8a7723e4458,F BACKUP AM 02,2021-01-25 04:46:08.858000+00:00,2021-01-25 05:18:13.474000+00:00,2021-01-25 12:14:34.843000+00:00,1924616.0,24981369.0,COMPLETED,Fd126bm,888.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-25 04:00:00+00:00,2021-01-25 04:08:00+00:00,2021-01-25 00:00:00+00:00,5fec9324bb99e8183b3e445d,5eb7ef479d0f4a1a3e8bcd68,2021-01-25,RUNGIS MISE A DISPO FRICHTI1,31.63317757009346,3634.8598130841124,497.196261682243,10.320093457943925,4466.1682242990655
5fec932568f1213f4322678c,F BACKUP AM 01,2021-01-18 03:55:19.017000+00:00,2021-01-18 04:14:33.741000+00:00,2021-01-18 07:24:31.640000+00:00,1154724.0,11397899.0,COMPLETED,FT351JJ,12321.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-18 04:00:00+00:00,2021-01-18 04:08:00+00:00,2021-01-18 00:00:00+00:00,5fdb8cd3b711f3884b59fece,5cb3c59b98e8f73e93060ba7,2021-01-18,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5fec932568f12146aa226795,F BACKUP PM 01,2021-01-18 11:33:10.716000+00:00,2021-01-18 11:34:48.403000+00:00,2021-01-18 16:04:22.668000+00:00,97687.0,16174265.0,COMPLETED,FC784VY,3688.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-18 12:00:00+00:00,2021-01-18 12:08:00+00:00,2021-01-18 00:00:00+00:00,5c863bdbce107038175b7dbd,5a1d4e46624de80f7b727475,2021-01-18,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5fec9325f160316c0f5f2e95,F BACKUP 02,2021-01-11 03:51:24.579000+00:00,2021-01-11 04:10:56.405000+00:00,2021-01-11 12:27:49.490000+00:00,1171826.0,29813085.0,COMPLETED,FD524EV,888.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-11 04:00:00+00:00,2021-01-11 04:08:00+00:00,2021-01-11 00:00:00+00:00,5c863c37e132ad38f64dc75e,5c05d46b2a4ad011a4df7595,2021-01-11,RUNGIS MISE A DISPO FRICHTI1,32.0,1000.0,350.0,10.0,3500.0
5fec9325f160316d665f2e8c,F BACKUP 01,2021-01-11 04:46:35.328000+00:00,2021-01-11 04:48:16.307000+00:00,2021-01-11 06:55:56.865000+00:00,100979.0,7660558.0,COMPLETED,DJ265,71500.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-11 04:00:00+00:00,2021-01-11 04:08:00+00:00,2021-01-11 00:00:00+00:00,5f7dda83ce9da2bb1ab60166,5bc6f497cec454100d317a2c,2021-01-11,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5fec932602f3da1f4d64aaea,BACKUP2,2021-01-04 04:36:53.731000+00:00,2021-01-04 04:37:52.029000+00:00,2021-01-04 04:40:51.691000+00:00,58298.0,179662.0,COMPLETED,EC830,111.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-04 04:00:00+00:00,2021-01-04 04:08:00+00:00,2021-01-04 00:00:00+00:00,5c8638fdce107038175b6590,5d2857143fba5962876710b0,2021-01-04,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5fec932602f3da7dab64aae1,BACKUP1,2021-01-04 04:18:17.683000+00:00,2021-01-04 04:21:38.972000+00:00,2021-01-04 06:03:05.075000+00:00,201289.0,6086103.0,COMPLETED,DJ265,70500.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-04 04:00:00+00:00,2021-01-04 04:08:00+00:00,2021-01-04 00:00:00+00:00,5f7dda83ce9da2bb1ab60166,5bc6f497cec454100d317a2c,2021-01-04,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5fec937c516dacb171b0d985,BACKUP01,2021-01-01 04:12:51.784000+00:00,2021-01-01 04:15:30.386000+00:00,2021-01-01 04:23:54.897000+00:00,158602.0,504511.0,COMPLETED,FC471VY,350.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-01 03:59:04.346000+00:00,2021-01-01 04:08:37.375000+00:00,2021-01-01 00:00:00+00:00,5c863ec4eb514965760016ab,5c866ba6eb5149657601770e,2021-01-01,RUNGIS MISE A DISPO FRICHTI1,30.0,10000.0,350.0,11.0,3500.0
5fec94ec819e065e46bd26f4,F BACKUP 01,2021-01-09 04:43:24.184000+00:00,2021-01-09 04:47:51.179000+00:00,2021-01-09 04:48:54.305000+00:00,266995.0,63126.0,COMPLETED,FD126DW,1.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-09 04:00:00+00:00,2021-01-09 04:08:00+00:00,2021-01-09 00:00:00+00:00,5c863beceb51496576fffb12,5c62144d54cb021100286c1f,2021-01-09,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5fec94ed265784556cd613af,BACKUP01,2021-01-02 03:45:05.165000+00:00,2021-01-02 04:26:11.843000+00:00,2021-01-02 04:27:25.425000+00:00,2466678.0,73582.0,COMPLETED,FD524EV,888.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-02 04:00:00+00:00,2021-01-02 04:08:00+00:00,2021-01-02 00:00:00+00:00,5c863c37e132ad38f64dc75e,5c05d46b2a4ad011a4df7595,2021-01-02,RUNGIS MISE A DISPO FRICHTI1,32.0,1000.0,350.0,10.0,3500.0
5fec973702f3da15dc64b21f,FR014,2021-01-10 05:05:35.398000+00:00,2021-01-10 05:07:24.394000+00:00,2021-01-10 08:11:13.896000+00:00,108996.0,11029502.0,COMPLETED,FC784VY,88544.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-10 05:22:30.202000+00:00,2021-01-10 06:38:00+00:00,2021-01-10 00:00:00+00:00,5c863bdbce107038175b7dbd,5c62140212e02608d7c74c21,2021-01-10,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5feca850819e063b7cbd4416,BACKUP1,2021-01-03 04:49:01.415000+00:00,2021-01-03 05:24:46.497000+00:00,2021-01-03 07:24:54.636000+00:00,2145082.0,7208139.0,COMPLETED,FD126DW,1.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-03 12:00:00+00:00,2021-01-03 12:08:00+00:00,2021-01-03 00:00:00+00:00,5c863beceb51496576fffb12,5c62144d54cb021100286c1f,2021-01-03,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5feca855987ba52f7594713b,F BACKUP PM1,2021-01-10 09:35:10.510000+00:00,2021-01-10 12:39:51.480000+00:00,2021-01-10 17:38:18.104000+00:00,11080970.0,17906624.0,COMPLETED,FD126,1.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-10 12:00:00+00:00,2021-01-10 12:08:00+00:00,2021-01-10 00:00:00+00:00,5c863beceb51496576fffb12,5bcd6c568200555620832e43,2021-01-10,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5fed85d2516dac50e746ade7,BACKUP02,2021-01-02 04:29:28.348000+00:00,2021-01-02 04:30:34.652000+00:00,2021-01-02 07:39:48.184000+00:00,66304.0,11353532.0,COMPLETED,FC263VZ,3214.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-02 00:59:04.346000+00:00,2021-01-02 01:08:37.375000+00:00,2021-01-02 00:00:00+00:00,5c863ed5e132ad38f64ddb4f,5a1d4e46624de80f7b727475,2021-01-02,RUNGIS MISE A DISPO FRICHTI1,32.0,1000.0,350.0,10.0,3500.0
5fed89ed516dac50e746adec,BACKUP2,2021-01-03 04:07:29.968000+00:00,2021-01-03 07:09:57.313000+00:00,2021-01-03 07:32:15.902000+00:00,10947345.0,1338589.0,COMPLETED,FD126DW,5555.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-03 03:59:04.346000+00:00,2021-01-03 04:08:37.375000+00:00,2021-01-03 00:00:00+00:00,5c863beceb51496576fffb12,5eb7eecd8efc124592d07ed6,2021-01-03,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5fed89ef516dac50e746aded,BACKUP3,2021-01-03 04:09:18.969000+00:00,2021-01-03 04:47:52.887000+00:00,2021-01-03 08:15:55.816000+00:00,2313918.0,12482929.0,COMPLETED,Dj469dp,57800.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-03 03:59:04.346000+00:00,2021-01-03 04:08:37.375000+00:00,2021-01-03 00:00:00+00:00,5fed8b0ea49bafd81d3daa8e,5ebe647d94418bae0a60fbf7,2021-01-03,RUNGIS MISE A DISPO FRICHTI1,31.63317757009346,3634.8598130841124,497.196261682243,10.320093457943925,4466.1682242990655
5fedd516bb99e86b8d3f48c2,BACKUP1,2021-01-05 04:33:20.786000+00:00,2021-01-05 04:36:06.126000+00:00,2021-01-05 05:08:07.844000+00:00,165340.0,1921718.0,COMPLETED,EC830,1111.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-05 04:00:00+00:00,2021-01-05 04:08:00+00:00,2021-01-05 00:00:00+00:00,5c8638fdce107038175b6590,5d2857143fba5962876710b0,2021-01-05,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5fedd51768f1213d3d236c58,F BACKUP AM 01,2021-01-12 03:57:52.938000+00:00,2021-01-12 07:18:17.568000+00:00,2021-01-12 11:09:50.419000+00:00,12024630.0,13892851.0,COMPLETED,DJ479DP,59100.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-12 04:00:00+00:00,2021-01-12 04:08:00+00:00,2021-01-12 00:00:00+00:00,5e41309b442d5c39c647c83e,5ebe647d94418bae0a60fbf7,2021-01-12,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5fedd517a49baf29e13df535,F BACKUP AM 02,2021-01-19 04:01:00.214000+00:00,2021-01-19 05:19:59.478000+00:00,2021-01-19 10:30:44.588000+00:00,4739264.0,18645110.0,COMPLETED,DJ479DP,60100.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-19 04:00:00+00:00,2021-01-19 04:08:00+00:00,2021-01-19 00:00:00+00:00,5e41309b442d5c39c647c83e,5ebe647d94418bae0a60fbf7,2021-01-19,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5fedd51cf160312b32606058,F BACKUP AM 02,2021-01-26 10:19:47.269000+00:00,2021-01-26 10:20:32.361000+00:00,2021-01-26 10:21:13.975000+00:00,45092.0,41614.0,COMPLETED,0,5.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-26 04:00:00+00:00,2021-01-26 04:08:00+00:00,2021-01-26 00:00:00+00:00,5ff4c957ad6ee10af9863147,5eb7eecd8efc124592d07ed6,2021-01-26,RUNGIS MISE A DISPO FRICHTI1,1.0,600.0,350.0,20.0,3500.0
5ff2d86b516dac56599c787e,BACKUP2,2021-01-05 04:20:11.847000+00:00,2021-01-05 04:21:28.277000+00:00,2021-01-05 04:56:28.038000+00:00,76430.0,2099761.0,COMPLETED,EA062ZF,0.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-05 03:59:04.346000+00:00,2021-01-05 04:08:37.375000+00:00,2021-01-05 00:00:00+00:00,5c8639b3e132ad38f64db158,5d9210822c500e7c72025e1c,2021-01-05,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5ff2d86d516dac56599c787f,BACKUP3,2021-01-05 03:59:06.765000+00:00,2021-01-05 07:29:23.906000+00:00,2021-01-05 07:31:00.166000+00:00,12617141.0,96260.0,COMPLETED,DJ479DP,58000.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-05 03:59:04.346000+00:00,2021-01-05 04:08:37.375000+00:00,2021-01-05 00:00:00+00:00,5e41309b442d5c39c647c83e,5ebe647d94418bae0a60fbf7,2021-01-05,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5ff324d9516dace40234a5ef,R99,2021-01-05 05:27:08.797000+00:00,2021-01-05 06:07:44.826000+00:00,2021-01-05 11:57:40.344000+00:00,2436029.0,20995518.0,COMPLETED,EK262ZA,77500.0,RUNGIS MATIN,RUNGIS MATIN,2021-01-05 07:37:59.450000+00:00,2021-01-05 11:52:54.414000+00:00,2021-01-05 00:00:00+00:00,5c8634bce132ad38f64d88f5,5dcc477c468dc40d0500723d,2021-01-05,RUNGIS MATIN,32.0,1000.0,350.0,10.0,2200.0
5ff34715516dac811464f9e7,BACKUPPM,2021-01-05 11:55:50.187000+00:00,2021-01-05 11:56:29.669000+00:00,2021-01-05 11:57:08.115000+00:00,39482.0,38446.0,COMPLETED,FD126,1.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-05 11:59:14.027000+00:00,2021-01-05 12:08:32.332000+00:00,2021-01-05 00:00:00+00:00,5c863beceb51496576fffb12,5bcd6c568200555620832e43,2021-01-05,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5ff46e2e67715341db3ff98b,F BACKUP AM 02,2021-01-27 11:07:49.993000+00:00,2021-01-27 11:09:45.439000+00:00,2021-01-27 11:10:32.590000+00:00,115446.0,47151.0,COMPLETED,FD141BL,5.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-27 03:19:24.358000+00:00,2021-01-27 04:36:19.238000+00:00,2021-01-27 00:00:00+00:00,5c863bfde132ad38f64dc62c,5eb7eecd8efc124592d07ed6,2021-01-27,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5ff46e2e8c7b795e7e04a967,FR003,2021-01-06 03:55:15.156000+00:00,2021-01-06 04:20:32.930000+00:00,2021-01-06 07:34:08.184000+00:00,1517774.0,11615254.0,COMPLETED,DJ479DP,58700.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-06 03:19:24.358000+00:00,2021-01-06 04:36:19.238000+00:00,2021-01-06 00:00:00+00:00,5e41309b442d5c39c647c83e,5ebe647d94418bae0a60fbf7,2021-01-06,RUNGIS MISE A DISPO FRICHTI1,32.0,10000.0,1000.0,10.0,7000.0
5ff46e35e2f3fe2c97f45536,F BACKUP AM 02,2021-01-20 05:01:27.405000+00:00,2021-01-20 05:20:55.911000+00:00,2021-01-20 06:21:43.873000+00:00,1168506.0,3647962.0,COMPLETED,CT169QZ,5.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-20 03:19:24.358000+00:00,2021-01-20 04:36:19.238000+00:00,2021-01-20 00:00:00+00:00,601c32f25fd78972a5ca49d8,5eb7eecd8efc124592d07ed6,2021-01-20,RUNGIS MISE A DISPO FRICHTI1,24.0,100000.0,400.0,10.0,3500.0
5ff46e35e2f3fe38e8f4553f,FR018,2021-01-20 04:03:41.081000+00:00,2021-01-20 04:22:57.584000+00:00,2021-01-20 10:59:42.732000+00:00,1156503.0,23805148.0,COMPLETED,FT430JJ,5347.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-20 04:29:52.729000+00:00,2021-01-20 07:13:08.510000+00:00,2021-01-20 00:00:00+00:00,5fdb8cc5beb2aba033beba06,5ba0de9ea5c3b90fffaa3791,2021-01-20,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5ff46e3a463a9774590602c4,F BACKUP AM 02,2021-01-13 04:24:35.333000+00:00,2021-01-13 05:34:20.933000+00:00,2021-01-13 07:38:25.234000+00:00,4185600.0,7444301.0,COMPLETED,FC263VZ,5.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-13 03:19:24.358000+00:00,2021-01-13 04:36:19.238000+00:00,2021-01-13 00:00:00+00:00,5c863ed5e132ad38f64ddb4f,5eb7eecd8efc124592d07ed6,2021-01-13,RUNGIS MISE A DISPO FRICHTI1,32.0,1000.0,350.0,10.0,3500.0
5ff497cc516daccf58ff7b13,R35,2021-01-06 04:45:16.002000+00:00,2021-01-06 05:42:21.565000+00:00,2021-01-06 12:40:55.212000+00:00,3425563.0,25113647.0,COMPLETED,EK604YZ,22222.0,RUNGIS MATIN,RUNGIS MATIN,2021-01-06 04:59:59+00:00,2021-01-06 12:33:29+00:00,2021-01-06 00:00:00+00:00,5c863562ce107038175b4a23,5dc58da117016128ed1b929c,2021-01-06,RUNGIS MATIN,32.0,1000.0,350.0,10.0,2200.0
5ff58b539878aad2b999c206,F BACKUP PM,2021-01-06 13:19:52.537000+00:00,2021-01-06 13:20:23.878000+00:00,2021-01-06 13:21:13.947000+00:00,31341.0,50069.0,COMPLETED,FD126,1.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-06 12:00:00+00:00,2021-01-06 12:08:00+00:00,2021-01-06 00:00:00+00:00,5c863beceb51496576fffb12,5bcd6c568200555620832e43,2021-01-06,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5ff5bc8c16fdfe3e156264c5,F BACKUP AM 02,2021-01-14 03:36:43.936000+00:00,2021-01-14 03:53:07.218000+00:00,2021-01-14 11:47:21.772000+00:00,983282.0,28454554.0,COMPLETED,FD524EV,88888.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-14 03:19:24.358000+00:00,2021-01-14 04:36:18.715000+00:00,2021-01-14 00:00:00+00:00,5c863c37e132ad38f64dc75e,5c05d46b2a4ad011a4df7595,2021-01-14,RUNGIS MISE A DISPO FRICHTI1,32.0,1000.0,350.0,10.0,3500.0
5ff5bc8c16fdfef3fc6264ef,FR012,2021-01-14 04:25:44.161000+00:00,2021-01-14 04:31:08.282000+00:00,2021-01-14 12:55:37.999000+00:00,324121.0,30269717.0,COMPLETED,FD126,1.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-14 05:05:14.513000+00:00,2021-01-14 08:53:36.530000+00:00,2021-01-14 00:00:00+00:00,5c863beceb51496576fffb12,5bcd6c568200555620832e43,2021-01-14,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5ff5bc8ce5c1ed0cd4cd59ff,F BACKUP AM 02,2021-01-21 04:09:07.259000+00:00,2021-01-21 05:01:36.330000+00:00,2021-01-21 06:34:56.649000+00:00,3149071.0,5600319.0,COMPLETED,CT169QZ,5.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-21 03:19:24.358000+00:00,2021-01-21 04:36:18.715000+00:00,2021-01-21 00:00:00+00:00,601c32f25fd78972a5ca49d8,5eb7eecd8efc124592d07ed6,2021-01-21,RUNGIS MISE A DISPO FRICHTI1,24.0,100000.0,400.0,10.0,3500.0
5ff5bc8d2e582e5143c17509,F BACKUP AM 01,2021-01-07 04:29:17.957000+00:00,2021-01-07 04:32:16.381000+00:00,2021-01-07 08:20:40.645000+00:00,178424.0,13704264.0,COMPLETED,EA944ZF,157712.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-07 03:19:24.358000+00:00,2021-01-07 04:36:18.715000+00:00,2021-01-07 00:00:00+00:00,5c8639e7eb51496576ffe1c9,56e97edc4e6e3d050ca6e521,2021-01-07,RUNGIS MISE A DISPO FRICHTI1,32.0,1000.0,1000.0,10.0,7000.0
5ff5bc8d59d0de26e848a6a9,F BACKUP AM 02,2021-01-28 04:47:20.882000+00:00,2021-01-28 06:45:54.950000+00:00,2021-01-28 11:38:31.517000+00:00,7114068.0,17556567.0,COMPLETED,FC611VZ,70393.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-28 03:19:24.358000+00:00,2021-01-28 04:36:18.715000+00:00,2021-01-28 00:00:00+00:00,5c863ba9e132ad38f64dc4ec,5db5fd3bafa2af0623478758,2021-01-28,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
5ff5bf8916fdfe67b66268e2,FR020,2021-01-14 10:16:13.743000+00:00,2021-01-14 10:17:15.512000+00:00,2021-01-14 14:46:16.326000+00:00,61769.0,16140814.0,COMPLETED,FT957,1000.0,RUNGIS MISE A DISPO FRICHTI1,RUNGIS MISE A DISPO FRICHTI1,2021-01-14 11:45:24.358000+00:00,2021-01-14 15:24:31.255000+00:00,2021-01-14 00:00:00+00:00,5f7de487278196d98191ec67,57dd0d60c925036c644c5f93,2021-01-14,RUNGIS MISE A DISPO FRICHTI1,32.0,540.0,350.0,10.0,3500.0
